specific_capacity,voltage,direction
928.5722431,1.760937,charge
929.040489,1.760937,charge
929.5087284,1.7610476,charge
929.9769615,1.7610859,charge
930.4451977,1.7611547,charge
930.9134352,1.7611203,charge
931.3816724,1.7612158,charge
931.8499132,1.7612654,charge
932.3181594,1.7614028,charge
932.7864079,1.7613647,charge
933.254654,1.7613342,charge
933.7229036,1.7614907,charge
934.1911549,1.7614754,charge
934.6593991,1.761506,charge
935.1276498,1.7615861,charge
935.5958993,1.761613,charge
936.0641378,1.7617772,charge
936.5323812,1.7617848,charge
937.0006078,1.7618039,charge
937.46883,1.7618574,charge
937.9370615,1.7619376,charge
938.4052923,1.7619337,charge
938.8735233,1.7620063,charge
939.341751,1.7621208,charge
939.8099844,1.7621591,charge
940.2782055,1.7621208,charge
940.7464323,1.7621973,charge
941.2146611,1.7623385,charge
941.6828946,1.76235,charge
942.1511388,1.7624072,charge
942.6193848,1.762495,charge
943.0876252,1.7625448,charge
943.5558727,1.762499,charge
944.0241123,1.7625486,charge
944.4923441,1.7626593,charge
944.9605783,1.7627242,charge
945.4288171,1.7627013,charge
945.89706,1.762854,charge
946.3652941,1.7628236,charge
946.8335404,1.7628082,charge
947.3017817,1.7629534,charge
947.7700209,1.7630106,charge
948.2382671,1.7630603,charge
948.7065076,1.7630947,charge
949.1747394,1.7631634,charge
949.642969,1.7631748,charge
950.1112031,1.7633085,charge
950.5794455,1.763339,charge
951.0476847,1.7634231,charge
951.5159278,1.7634919,charge
951.9841747,1.7634919,charge
952.4524243,1.7635415,charge
952.9206754,1.7635415,charge
953.3889221,1.7636178,charge
953.8571668,1.7637248,charge
954.3254033,1.7637935,charge
954.7936353,1.7638203,charge
955.2618723,1.7638545,charge
955.7301086,1.7637439,charge
956.1983377,1.76395,charge
956.6665642,1.7639959,charge
957.1348003,1.764015,charge
957.6030265,1.7641449,charge
958.0712542,1.764141,charge
958.5394873,1.7642288,charge
959.0077343,1.764225,charge
959.4759828,1.7643052,charge
959.9442312,1.7643853,charge
960.4124767,1.7643853,charge
960.8807247,1.7644618,charge
961.3489663,1.7645115,charge
961.8172097,1.7644848,charge
962.285466,1.7646184,charge
962.7537196,1.7646871,charge
963.2219689,1.7647023,charge
963.6902087,1.7647978,charge
964.158454,1.7648628,charge
964.6267045,1.7648933,charge
965.0949582,1.7650117,charge
965.5632076,1.7649926,charge
966.0314549,1.7650346,charge
966.4997184,1.7651645,charge
966.967969,1.765172,charge
967.4362153,1.7651874,charge
967.9044658,1.7652943,charge
968.3727255,1.7652179,charge
968.8409804,1.7653019,charge
969.3092396,1.7654165,charge
969.7774963,1.7655005,charge
970.2457531,1.7656839,charge
970.7140044,1.7656418,charge
971.1822623,1.7656609,charge
971.6505142,1.765699,charge
972.1187692,1.7658023,charge
972.5870261,1.7658404,charge
973.0552868,1.7658824,charge
973.5235454,1.7659321,charge
973.9918023,1.7659397,charge
974.4600499,1.7659703,charge
974.9282987,1.7661115,charge
975.3965576,1.7661459,charge
975.8648195,1.7661612,charge
976.3330772,1.7661345,charge
976.8013356,1.7663215,charge
977.2695856,1.7663255,charge
977.7378357,1.7664553,charge
978.2060897,1.7662872,charge
978.6743497,1.7666004,charge
979.1426133,1.7665011,charge
979.6108759,1.7666271,charge
980.0791385,1.7667226,charge
980.5473958,1.7667149,charge
981.0156495,1.7667799,charge
981.4839033,1.7668179,charge
981.9521627,1.7668676,charge
982.4204254,1.7669517,charge
982.8886848,1.7669785,charge
983.3569419,1.7670395,charge
983.8252011,1.7671006,charge
984.2934624,1.7671045,charge
984.7617094,1.7672228,charge
985.2299555,1.767303,charge
985.6982037,1.7672879,charge
986.1664572,1.767429,charge
986.6346968,1.7674406,charge
987.1029383,1.7675588,charge
987.571181,1.7675054,charge
988.0394259,1.7675092,charge
988.5076711,1.7676849,charge
988.9759103,1.7676544,charge
989.4441459,1.7677957,charge
989.912385,1.7677766,charge
990.3806263,1.7678378,charge
990.8488635,1.7678721,charge
991.3171014,1.7680668,charge
991.7853384,1.7680744,charge
992.2535725,1.7680783,charge
992.7218043,1.7681737,charge
993.1900449,1.7682233,charge
993.6582919,1.7682387,charge
994.1265367,1.7683151,charge
994.5947835,1.7683343,charge
995.0630357,1.7684143,charge
995.531288,1.7684716,charge
995.9995442,1.7685059,charge
996.4678034,1.7686626,charge
996.9360614,1.7685785,charge
997.4043099,1.7686435,charge
997.8725567,1.7687237,charge
998.3408086,1.7687619,charge
998.8090691,1.768842,charge
999.2773333,1.7689567,charge
999.7455929,1.7690406,charge
1000.213852,1.7690903,charge
1000.682116,1.7690291,charge
1001.150383,1.7691551,charge
1001.618657,1.7692239,charge
1002.086925,1.7692811,charge
1002.555189,1.7693844,charge
1003.023456,1.7694225,charge
1003.491719,1.7694683,charge
1003.959981,1.769518,charge
1004.428244,1.7696555,charge
1004.896511,1.7696135,charge
1005.364772,1.7696631,charge
1005.833038,1.7697128,charge
1006.301302,1.7697891,charge
1006.769558,1.7699227,charge
1007.237814,1.7699075,charge
1007.70608,1.7699648,charge
1008.174352,1.7699305,charge
1008.642618,1.770087,charge
1009.110885,1.7701023,charge
1009.579156,1.7701671,charge
1010.047426,1.7702551,charge
1010.515686,1.7703352,charge
1010.983952,1.7703658,charge
1011.452206,1.7704651,charge
1011.920461,1.7705185,charge
1012.388716,1.7705071,charge
1012.856972,1.7706178,charge
1013.325229,1.7706789,charge
1013.793486,1.7705758,charge
1014.26174,1.7708012,charge
1014.73,1.7707438,charge
1015.198264,1.7707973,charge
1015.666533,1.7709423,charge
1016.134808,1.7710532,charge
1016.603075,1.7710761,charge
1017.071338,1.7711257,charge
1017.539605,1.771099,charge
1018.007872,1.771183,charge
1018.476136,1.771225,charge
1018.944399,1.7713664,charge
1019.412658,1.7713664,charge
1019.880917,1.7713969,charge
1020.349172,1.7715534,charge
1020.81742,1.7715915,charge
1021.285663,1.7715955,charge
1021.75391,1.7716794,charge
1022.222158,1.7717253,charge
1022.690399,1.7718513,charge
1023.158648,1.7718589,charge
1023.626898,1.7718781,charge
1024.095154,1.7719773,charge
1024.563407,1.7720728,charge
1025.031653,1.7720346,charge
1025.499892,1.7720194,charge
1025.96813,1.7721835,charge
1026.436371,1.7722828,charge
1026.904617,1.7723134,charge
1027.372877,1.7722905,charge
1027.841144,1.7724738,charge
1028.309402,1.7725196,charge
1028.777663,1.7725158,charge
1029.245923,1.7726151,charge
1029.714184,1.7726914,charge
1030.182439,1.772722,charge
1030.650693,1.7727984,charge
1031.118943,1.7728366,charge
1031.587197,1.7729549,charge
1032.055449,1.7729359,charge
1032.523697,1.7730504,charge
1032.991939,1.7730581,charge
1033.460175,1.7731383,charge
1033.928415,1.7733177,charge
1034.396661,1.7732452,charge
1034.864903,1.7732872,charge
1035.333147,1.7733674,charge
1035.801386,1.7734782,charge
1036.26963,1.7735164,charge
1036.737866,1.7736081,charge
1037.206105,1.7734667,charge
1037.674354,1.7736691,charge
1038.142606,1.773734,charge
1038.610856,1.7738906,charge
1039.079102,1.7737989,charge
1039.547347,1.7739211,charge
1040.015592,1.7738485,charge
1040.483843,1.7740281,charge
1040.952094,1.7740777,charge
1041.420343,1.7741847,charge
1041.888591,1.7742877,charge
1042.35684,1.7742611,charge
1042.82509,1.7744519,charge
1043.293347,1.7744634,charge
1043.761615,1.7745093,charge
1044.229876,1.774597,charge
1044.69813,1.7746123,charge
1045.166382,1.7746696,charge
1045.63463,1.7747345,charge
1046.102882,1.7747842,charge
1046.571132,1.7748224,charge
1047.039372,1.7748072,charge
1047.507604,1.7749293,charge
1047.975843,1.7749217,charge
1048.444077,1.7750897,charge
1048.912318,1.7750859,charge
1049.380556,1.7752655,charge
1049.848796,1.7752653,charge
1050.317038,1.7752653,charge
1050.785288,1.7753953,charge
1051.253542,1.7754563,charge
1051.721792,1.7754945,charge
1052.190034,1.7755442,charge
1052.658273,1.7757427,charge
1053.126516,1.7756816,charge
1053.594764,1.7758038,charge
1054.063008,1.775823,charge
1054.531253,1.775861,charge
1054.999501,1.7758459,charge
1055.467742,1.7760139,charge
1055.935978,1.7760024,charge
1056.404232,1.7761208,charge
1056.872476,1.7762392,charge
1057.340715,1.7761551,charge
1057.808951,1.7762736,charge
1058.277176,1.7763499,charge
1058.7454,1.7763958,charge
1059.213634,1.7764454,charge
1059.68188,1.7765828,charge
1060.150126,1.7766249,charge
1060.618371,1.7767128,charge
1061.086619,1.7766823,charge
1061.554865,1.7768273,charge
1062.02311,1.7767929,charge
1062.491352,1.776854,charge
1062.959591,1.7769761,charge
1063.427823,1.7769305,charge
1063.896064,1.7771748,charge
1064.364307,1.7771405,charge
1064.832557,1.7772551,charge
1065.300811,1.7773237,charge
1065.769065,1.7774307,charge
1066.237319,1.7774307,charge
1066.70557,1.7774765,charge
1067.173826,1.7774727,charge
1067.64208,1.7776215,charge
1068.110332,1.7776636,charge
1068.578574,1.7777476,charge
1069.046814,1.7778163,charge
1069.515056,1.7778202,charge
1069.983299,1.77795,charge
1070.451545,1.7779615,charge
1070.91979,1.7780569,charge
1071.388033,1.778034,charge
1071.856275,1.7781601,charge
1072.324513,1.7783129,charge
1072.792763,1.7783128,charge
1073.261012,1.7783968,charge
1073.729263,1.7784923,charge
1074.197513,1.7785457,charge
1074.665762,1.7785267,charge
1075.134005,1.7786871,charge
1075.602246,1.7787024,charge
1076.070497,1.7788093,charge
1076.538749,1.7788284,charge
1077.006989,1.7788475,charge
1077.47523,1.7789773,charge
1077.943472,1.7790117,charge
1078.411712,1.7791262,charge
1078.879954,1.7791263,charge
1079.348196,1.7792485,charge
1079.81643,1.7792675,charge
1080.284669,1.7793516,charge
1080.752908,1.7794356,charge
1081.221158,1.7795234,charge
1081.689407,1.779447,charge
1082.157659,1.7796379,charge
1082.625907,1.7796876,charge
1083.094141,1.7797831,charge
1083.562372,1.7798021,charge
1084.0306,1.7798632,charge
1084.498839,1.7799664,charge
1084.967084,1.7799779,charge
1085.435341,1.7800122,charge
1085.903589,1.7801613,charge
1086.371834,1.7802299,charge
1086.840079,1.7803254,charge
1087.308325,1.7803751,charge
1087.776572,1.7803788,charge
1088.244819,1.7804208,charge
1088.713065,1.7805011,charge
1089.181307,1.7805164,charge
1089.649547,1.7806194,charge
1090.117784,1.7807034,charge
1090.586022,1.7807684,charge
1091.054269,1.7808982,charge
1091.522518,1.7809173,charge
1091.990761,1.7810166,charge
1092.459002,1.7810701,charge
1092.927244,1.7811044,charge
1093.395493,1.7811617,charge
1093.863738,1.7812611,charge
1094.331988,1.7812877,charge
1094.80024,1.7814023,charge
1095.268488,1.7814977,charge
1095.736732,1.781494,charge
1096.204978,1.7814481,charge
1096.673233,1.7815932,charge
1097.141484,1.7816658,charge
1097.609726,1.781788,charge
1098.077967,1.7816772,charge
1098.546197,1.7819026,charge
1099.014434,1.7819178,charge
1099.482679,1.7820362,charge
1099.95092,1.7821164,charge
1100.419158,1.7821966,charge
1100.8874,1.7821699,charge
1101.355641,1.7822845,charge
1101.823887,1.7824105,charge
1102.292133,1.7823838,charge
1102.760377,1.7825289,charge
1103.228622,1.7826014,charge
1103.696859,1.7827504,charge
1104.165092,1.7827847,charge
1104.633333,1.7827924,charge
1105.101579,1.782781,charge
1105.569829,1.7829719,charge
1106.038068,1.7830024,charge
1106.506311,1.7830178,charge
1106.97456,1.7830521,charge
1107.442804,1.7831819,charge
1107.911057,1.7831131,charge
1108.379309,1.7833422,charge
1108.847563,1.7834034,charge
1109.315825,1.7834377,charge
1109.78408,1.7834951,charge
1110.252332,1.7836134,charge
1110.720578,1.7836859,charge
1111.188831,1.7838006,charge
1111.657073,1.7838578,charge
1112.125308,1.7839227,charge
1112.593542,1.7839495,charge
1113.061773,1.7839915,charge
1113.530009,1.7841214,charge
1113.998243,1.7842054,charge
1114.466469,1.7841748,charge
1114.934698,1.7842321,charge
1115.402925,1.7842588,charge
1115.871159,1.7844307,charge
1116.339395,1.7845032,charge
1116.807635,1.7845911,charge
1117.275874,1.7847247,charge
1117.744109,1.7846713,charge
1118.212356,1.7848469,charge
1118.680611,1.7848355,charge
1119.148859,1.7850112,charge
1119.617103,1.7850188,charge
1120.085345,1.7851219,charge
1120.553581,1.7850838,charge
1121.021817,1.7852746,charge
1121.490058,1.7853013,charge
1121.958294,1.7854044,charge
1122.426525,1.7854389,charge
1122.894759,1.785542,charge
1123.362992,1.7855954,charge
1123.831227,1.7856833,charge
1124.299464,1.7856604,charge
1124.767704,1.7857864,charge
1125.235944,1.7858933,charge
1125.704181,1.7858741,charge
1126.172425,1.7860689,charge
1126.640678,1.7860384,charge
1127.108933,1.7861683,charge
1127.577185,1.786214,charge
1128.045436,1.7863401,charge
1128.513679,1.7864242,charge
1128.981924,1.7864126,charge
1129.45018,1.7864776,charge
1129.918431,1.7865616,charge
1130.386678,1.786615,charge
1130.854933,1.7868098,charge
1131.323189,1.7868519,charge
1131.791446,1.7869053,charge
1132.259694,1.7870619,charge
1132.727949,1.7870848,charge
1133.196194,1.787081,charge
1133.664438,1.7871764,charge
1134.132682,1.787249,charge
1134.600929,1.787398,charge
1135.069169,1.7874131,charge
1135.537413,1.7874247,charge
1136.005651,1.7874897,charge
1136.473887,1.7875888,charge
1136.942128,1.7876422,charge
1137.41037,1.7877607,charge
1137.87861,1.7878524,charge
1138.34685,1.7879403,charge
1138.815091,1.7880547,charge
1139.283336,1.7880472,charge
1139.751582,1.7882419,charge
1140.219819,1.7882113,charge
1140.688057,1.7882457,charge
1141.156301,1.788303,charge
1141.624546,1.7884176,charge
1142.092786,1.7885169,charge
1142.56102,1.7885436,charge
1143.02925,1.7886391,charge
1143.497488,1.7887346,charge
1143.965725,1.7887727,charge
1144.433957,1.7888949,charge
1144.902191,1.7889522,charge
1145.370419,1.7890133,charge
1145.838643,1.7891355,charge
1146.306887,1.7891852,charge
1146.775127,1.7893188,charge
1147.243362,1.7894334,charge
1147.711611,1.7893685,charge
1148.179846,1.7894754,charge
1148.648074,1.7896434,charge
1149.116311,1.789716,charge
1149.584559,1.7897351,charge
1150.052803,1.789777,charge
1150.521052,1.7898765,charge
1150.9893,1.789991,charge
1151.457545,1.7900636,charge
1151.925793,1.7901436,charge
1152.394041,1.7901781,charge
1152.862293,1.790346,charge
1153.330545,1.790346,charge
1153.798794,1.7904493,charge
1154.267039,1.7905294,charge
1154.73529,1.7905982,charge
1155.203549,1.7907127,charge
1155.671804,1.7907815,charge
1156.140059,1.7908502,charge
1156.608319,1.7909075,charge
1157.076582,1.7910144,charge
1157.544837,1.7910678,charge
1158.0131,1.7911749,charge
1158.481357,1.7912359,charge
1158.94961,1.7914115,charge
1159.41786,1.7913581,charge
1159.88611,1.7914803,charge
1160.354362,1.7915757,charge
1160.822613,1.7916484,charge
1161.290859,1.7916521,charge
1161.759095,1.7917247,charge
1162.227335,1.7918507,charge
1162.695587,1.7919767,charge
1163.163842,1.792015,charge
1163.63209,1.7921143,charge
1164.100342,1.7922479,charge
1164.568593,1.7922212,charge
1165.036846,1.7923357,charge
1165.505095,1.7924885,charge
1165.973348,1.7924235,charge
1166.441607,1.7926298,charge
1166.909867,1.7925878,charge
1167.378136,1.7926604,charge
1167.84641,1.7928437,charge
1168.314676,1.79292,charge
1168.782948,1.7929659,charge
1169.251212,1.7929888,charge
1169.719474,1.79313,charge
1170.187731,1.7932179,charge
1170.655981,1.7933133,charge
1171.124232,1.7933325,charge
1171.592482,1.7934432,charge
1172.060735,1.7935349,charge
1172.528993,1.7935997,charge
1172.997242,1.7936761,charge
1173.465488,1.7937907,charge
1173.933729,1.7939014,charge
1174.401977,1.7939472,charge
1174.870235,1.7941,charge
1175.338504,1.7941574,charge
1175.806765,1.7942451,charge
1176.275036,1.7943063,charge
1176.743308,1.7943254,charge
1177.211587,1.7944628,charge
1177.679862,1.7945508,charge
1178.148137,1.794608,charge
1178.616407,1.7946461,charge
1179.084678,1.7948065,charge
1179.552948,1.7948943,charge
1180.021215,1.7950433,charge
1180.489482,1.7950205,charge
1180.95775,1.7951808,charge
1181.42601,1.7951961,charge
1181.894275,1.7953603,charge
1182.362541,1.7953756,charge
1182.830792,1.7954825,charge
1183.299039,1.7955626,charge
1183.767293,1.7956047,charge
1184.235539,1.7956581,charge
1184.703784,1.7957689,charge
1185.172026,1.7958108,charge
1185.640267,1.7960477,charge
1186.10851,1.7960744,charge
1186.576755,1.796189,charge
1187.045004,1.7962538,charge
1187.513254,1.7963341,charge
1187.981494,1.7963302,charge
1188.449741,1.7965671,charge
1188.917987,1.7965823,charge
1189.386236,1.7966588,charge
1189.854476,1.7967542,charge
1190.322724,1.7968993,charge
1190.790975,1.796926,charge
1191.259221,1.797033,charge
1191.72747,1.7971628,charge
1192.195718,1.7972238,charge
1192.663972,1.7972773,charge
1193.132225,1.7973537,charge
1193.600474,1.7974415,charge
1194.068718,1.7975523,charge
1194.536969,1.7975218,charge
1195.00523,1.7977394,charge
1195.473487,1.7977546,charge
1195.941741,1.7979418,charge
1196.409984,1.798003,charge
1196.878223,1.7981213,charge
1197.346466,1.7981824,charge
1197.814713,1.798339,charge
1198.282964,1.798316,charge
1198.751217,1.7983619,charge
1199.219465,1.7985109,charge
1199.687706,1.7986063,charge
1200.155938,1.7987171,charge
1200.624172,1.7988125,charge
1201.092405,1.7988813,charge
1201.560635,1.7989461,charge
1202.028869,1.7990646,charge
1202.497114,1.7991945,charge
1202.965367,1.7992173,charge
1203.43362,1.7992288,charge
1203.901866,1.7994961,charge
1204.370105,1.7994274,charge
1204.838351,1.7996335,charge
1205.306597,1.7997177,charge
1205.774839,1.7997673,charge
1206.243079,1.7999009,charge
1206.711308,1.8000078,charge
1207.179527,1.800046,charge
1207.647759,1.8001224,charge
1208.115988,1.8002598,charge
1208.584221,1.8003439,charge
1209.052453,1.8004088,charge
1209.520687,1.8005348,charge
1209.988919,1.8005959,charge
1210.457163,1.8007449,charge
1210.92541,1.8008901,charge
1211.393658,1.8008823,charge
1211.861894,1.8010007,charge
1212.330136,1.801039,charge
1212.798379,1.8011343,charge
1213.266627,1.8012031,charge
1213.734867,1.8013177,charge
1214.203111,1.8015583,charge
1214.671351,1.8015277,charge
1215.139586,1.8017186,charge
1215.607815,1.801753,charge
1216.076043,1.8018485,charge
1216.54427,1.8019134,charge
1217.012495,1.8020433,charge
1217.48072,1.8021693,charge
1217.948945,1.8021998,charge
1218.417163,1.802387,charge
1218.885388,1.8023641,charge
1219.353613,1.8024863,charge
1219.821844,1.8026085,charge
1220.290078,1.8026772,charge
1220.758303,1.8028338,charge
1221.226528,1.8029102,charge
1221.69476,1.8029865,charge
1222.162997,1.8030667,charge
1222.63123,1.803166,charge
1223.099459,1.8033227,charge
1223.567684,1.8034028,charge
1224.035924,1.8034142,charge
1224.504169,1.8036282,charge
1224.972412,1.8036472,charge
1225.44066,1.8038459,charge
1225.908899,1.8038343,charge
1226.377142,1.803884,charge
1226.84539,1.8041131,charge
1227.313646,1.8041208,charge
1227.781895,1.8042277,charge
1228.25014,1.804388,charge
1228.718378,1.8044683,charge
1229.186617,1.8045599,charge
1229.654859,1.8046745,charge
1230.123104,1.8048234,charge
1230.591357,1.8048273,charge
1231.059612,1.8049418,charge
1231.52786,1.8051175,charge
1231.996104,1.8051633,charge
1232.464345,1.8052511,charge
1232.932589,1.8053582,charge
1233.400846,1.8054383,charge
1233.869101,1.8055223,charge
1234.337349,1.8057629,charge
1234.805586,1.8057476,charge
1235.273816,1.805969,charge
1235.74204,1.8059537,charge
1236.210256,1.8060454,charge
1236.678486,1.8061333,charge
1237.14672,1.8062975,charge
1237.614961,1.8064426,charge
1238.083198,1.8065495,charge
1238.551432,1.8065763,charge
1239.019666,1.8066565,charge
1239.487894,1.8068017,charge
1239.956133,1.8069201,charge
1240.424374,1.8069085,charge
1240.892623,1.8070956,charge
1241.360883,1.8072026,charge
1241.829148,1.8073171,charge
1242.297417,1.8074317,charge
1242.765685,1.8075463,charge
1243.23395,1.8076456,charge
1243.702223,1.8077449,charge
1244.170487,1.8078861,charge
1244.638746,1.807932,charge
1245.107012,1.8080351,charge
1245.575285,1.807974,charge
1246.043553,1.8082757,charge
1246.511821,1.8083215,charge
1246.980089,1.808501,charge
1247.448353,1.808585,charge
1247.916617,1.8086156,charge
1248.384883,1.8086615,charge
1248.853138,1.808902,charge
1249.321392,1.8090662,charge
1249.789641,1.8090547,charge
1250.257891,1.8092341,charge
1250.726144,1.809303,charge
1251.194405,1.8094327,charge
1251.662665,1.809536,charge
1252.130919,1.8097345,charge
1252.599166,1.8097039,charge
1253.067407,1.809853,charge
1253.53565,1.8098911,charge
1254.003904,1.8100629,charge
1254.472157,1.8101431,charge
1254.94041,1.8102691,charge
1255.408667,1.8103951,charge
1255.876926,1.8105823,charge
1256.345174,1.810544,charge
1256.813423,1.8106625,charge
1257.281679,1.8107733,charge
1257.749935,1.8108306,charge
1258.218187,1.8110979,charge
1258.686438,1.8111246,charge
1259.1547,1.8111856,charge
1259.622966,1.8113499,charge
1260.091218,1.8113995,charge
1260.559463,1.8115447,charge
1261.027709,1.8116821,charge
1261.49595,1.811831,charge
1261.964196,1.8118883,charge
1262.432433,1.8119379,charge
1262.900672,1.8121709,charge
1263.368915,1.8121594,charge
1263.837157,1.8122549,charge
1264.305397,1.8124726,charge
1264.773641,1.8124841,charge
1265.241896,1.8126445,charge
1265.710153,1.8127934,charge
1266.178411,1.8129003,charge
1266.646669,1.8130989,charge
1267.11492,1.8130608,charge
1267.583168,1.8131791,charge
1268.051416,1.8132975,charge
1268.519668,1.8134999,charge
1268.987921,1.8134845,charge
1269.456177,1.8136756,charge
1269.924437,1.8137443,charge
1270.392695,1.8139467,charge
1270.860948,1.8139811,charge
1271.329187,1.8141949,charge
1271.797426,1.8141606,charge
1272.265668,1.8143591,charge
1272.733913,1.8143706,charge
1273.202162,1.8145119,charge
1273.670408,1.8147258,charge
1274.138654,1.8147486,charge
1274.606897,1.8147753,charge
1275.075152,1.8149854,charge
1275.5434,1.8151382,charge
1276.011654,1.8153406,charge
1276.4799,1.8152909,charge
1276.948145,1.8154017,charge
1277.416401,1.8155658,charge
1277.884653,1.8157034,charge
1278.352908,1.8157722,charge
1278.821172,1.8158982,charge
1279.289428,1.8160892,charge
1279.757685,1.8161693,charge
1280.225945,1.8162074,charge
1280.694191,1.816406,charge
1281.162435,1.8165512,charge
1281.630677,1.8166084,charge
1282.098917,1.8167306,charge
1282.567156,1.8168644,charge
1283.035397,1.8169751,charge
1283.503638,1.8171164,charge
1283.971883,1.8172003,charge
1284.440137,1.8173417,charge
1284.908391,1.8174791,charge
1285.376641,1.817651,charge
1285.844893,1.8176129,charge
1286.313148,1.8177465,charge
1286.781409,1.8179107,charge
1287.249665,1.8180519,charge
1287.717914,1.8182009,charge
1288.186158,1.8182734,charge
1288.654405,1.8184949,charge
1289.122655,1.8184606,charge
1289.590894,1.8186859,charge
1290.059135,1.8188273,charge
1290.527376,1.818915,charge
1290.995614,1.8189762,charge
1291.46385,1.8191938,charge
1291.932088,1.8192778,charge
1292.400333,1.8193122,charge
1292.868576,1.8194916,charge
1293.336823,1.8196597,charge
1293.805079,1.8198048,charge
1294.273333,1.8198888,charge
1294.741585,1.8199996,charge
1295.209837,1.8200111,charge
1295.678083,1.8201944,charge
1296.146332,1.8201905,charge
1296.614583,1.8204846,charge
1297.082826,1.820538,charge
1297.551072,1.8207138,charge
1298.019314,1.8207635,charge
1298.487551,1.8209581,charge
1298.955788,1.8212522,charge
1299.424027,1.8212293,charge
1299.892272,1.8212904,charge
1300.360521,1.8214011,charge
1300.828776,1.8214355,charge
1301.297035,1.8217105,charge
1301.765279,1.8217793,charge
1302.23352,1.8219243,charge
1302.701765,1.8220503,charge
1303.170009,1.8221077,charge
1303.638249,1.8223063,charge
1304.106498,1.8224285,charge
1304.574747,1.8225621,charge
1305.042983,1.8226805,charge
1305.511209,1.8228103,charge
1305.979431,1.8228943,charge
1306.447659,1.8230699,charge
1306.915889,1.8231349,charge
1307.384122,1.8232763,charge
1307.852357,1.8233068,charge
1308.320588,1.8234214,charge
1308.788827,1.8235893,charge
1309.257073,1.8238338,charge
1309.725318,1.8238643,charge
1310.193557,1.8240056,charge
1310.661788,1.8241355,charge
1311.13002,1.8241966,charge
1311.598261,1.8242614,charge
1312.066497,1.8244295,charge
1312.534736,1.8246052,charge
1313.002982,1.8249146,charge
1313.471215,1.8248267,charge
1313.939447,1.8249718,charge
1314.407686,1.8250978,charge
1314.875932,1.8252581,charge
1315.344177,1.8253804,charge
1315.812419,1.8255103,charge
1316.280661,1.8256553,charge
1316.748898,1.8257966,charge
1317.217132,1.8259227,charge
1317.685375,1.8260335,charge
1318.153623,1.8260716,charge
1318.62187,1.8260297,charge
1319.09012,1.8263198,charge
1319.55836,1.8265375,charge
1320.0266,1.8266521,charge
1320.494837,1.8268238,charge
1320.963068,1.8269539,charge
1321.431307,1.8270645,charge
1321.899543,1.82716,charge
1322.367777,1.8273127,charge
1322.836008,1.8273815,charge
1323.304249,1.8275533,charge
1323.772489,1.8276908,charge
1324.240736,1.8277291,charge
1324.708989,1.82792,charge
1325.177245,1.8280919,charge
1325.645504,1.8282484,charge
1326.113762,1.8283974,charge
1326.582023,1.8284546,charge
1327.05029,1.8286875,charge
1327.518552,1.8286952,charge
1327.986817,1.8288288,charge
1328.455076,1.8289511,charge
1328.923331,1.8291574,charge
1329.391576,1.8291993,charge
1329.859821,1.8294361,charge
1330.328078,1.82952,charge
1330.796339,1.8295697,charge
1331.264597,1.82973,charge
1331.732852,1.829879,charge
1332.201106,1.8300318,charge
1332.669361,1.8302151,charge
1333.137611,1.830261,charge
1333.605857,1.8304328,charge
1334.074105,1.8305932,charge
1334.542344,1.8307191,charge
1335.010585,1.8310477,charge
1335.478831,1.8309827,charge
1335.947082,1.8311239,charge
1336.415333,1.8312309,charge
1336.883577,1.8314486,charge
1337.351809,1.8315213,charge
1337.820052,1.8317121,charge
1338.288304,1.8318381,charge
1338.756564,1.8321208,charge
1339.224823,1.832136,charge
1339.693094,1.8322543,charge
1340.161356,1.8322964,charge
1340.629613,1.8324873,charge
1341.097871,1.8326745,charge
1341.566124,1.8327622,charge
1342.034367,1.8329303,charge
1342.502612,1.8330411,charge
1342.970855,1.8332664,charge
1343.43909,1.8332664,charge
1343.907324,1.8334612,charge
1344.375558,1.8335986,charge
1344.843791,1.8337246,charge
1345.312022,1.8339003,charge
1345.780263,1.8339843,charge
1346.248501,1.8342097,charge
1346.716736,1.834305,charge
1347.18497,1.834412,charge
1347.653199,1.8345762,charge
1348.121419,1.8347328,charge
1348.589647,1.8348513,charge
1349.057886,1.834981,charge
1349.526135,1.8351223,charge
1349.994389,1.8353782,charge
1350.46264,1.8353667,charge
1350.930891,1.8356111,charge
1351.39915,1.8357639,charge
1351.86741,1.8359358,charge
1352.335657,1.8360504,charge
1352.803905,1.8361458,charge
1353.272158,1.8363291,charge
1353.740411,1.8363903,charge
1354.208662,1.8365582,charge
1354.676913,1.836814,charge
1355.14517,1.8369133,charge
1355.613415,1.8370585,charge
1356.081656,1.8371387,charge
1356.549906,1.8373488,charge
1357.018141,1.8375359,charge
1357.486382,1.8376466,charge
1357.954627,1.8378376,charge
1358.422877,1.837891,charge
1358.891126,1.8380972,charge
1359.359372,1.8382194,charge
1359.827612,1.8383378,charge
1360.295854,1.8384906,charge
1360.764093,1.8386587,charge
1361.232328,1.8387694,charge
1361.700567,1.8389717,charge
1362.1688,1.8390558,charge
1362.637028,1.8392773,charge
1363.105253,1.839388,charge
1363.573476,1.8394989,charge
1364.041698,1.8396935,charge
1364.509923,1.8398501,charge
1364.978143,1.8399762,charge
1365.446367,1.840167,charge
1365.91459,1.8402014,charge
1366.382806,1.8404343,charge
1366.851024,1.8405948,charge
1367.319237,1.8407551,charge
1367.787448,1.8409423,charge
